cat,案號,主管機關,名稱,類別,進度,說明
B27,0900421A,環境部,鐵砧山地區天然氣注、產氣井開發計畫環境影響說明書,說明書,有條件通過,
B27,0900331A,環境部,國光電廠第二期擴建計畫環境影響說明書,說明書,有條件通過,90.06.15申請展延90.09…
B27,0900131A,環境部,新宇能源開發股份有限公司南科汽電共生廠新建計畫環境影響說明書,說明書,有條件通過,
B27,0900111A,環境部,森威電力股份有限公司籌備處平鎮天然氣發電廠開發計畫環境影響說明書,說明書,有條件通過,
B27,0900031A,環境部,新宇能源開發公司竹科汽電共生二廠新建計畫環境影響說明書,說明書,有條件通過,
B27,0900011A,環境部,關西電廠環境影響說明書,說明書,有條件通過,
B27,0890711A,環境部,南亞塑膠工業股份有限公司錦興廠重油發電廠機組及蒸汽鍋爐汰換暨汽電共生機組增建計畫環境影響說明書,說明書,有條件通過,
B27,0890691A,環境部,台南燃氣發電廠開發計畫環境影響說明書,說明書,有條件通過,
B27,0890631A,環境部,禮樂電廠氣渦輪機發電計畫環境影響說明書,說明書,廢止結論,本署於110年3月16日公告廢止審…
B27,0890591A,環境部,福星天然氣發電廠興建計畫環境影響說明書,說明書,有條件通過,
B27,0890442A,環境部,苗栗發電廠開發計畫環境影響評估報告書,評估報告書,有條件通過,
B27,0880891A,環境部,竹滬電廠建廠計畫環境影響說明書,說明書,有條件通過,
B27,0880851A,環境部,新營電廠開發計畫環境影響說明書,說明書,有條件通過,
B27,0880841A,環境部,南科複循環發電計畫環境影響說明書,說明書,有條件通過,
B27,0880831A,環境部,豐德天然氣發電廠興建計畫環境影響說明書,說明書,有條件通過,
B27,0880821A,環境部,高屏電廠竹門機組更新計畫環境影響說明書,說明書,有條件通過,
B27,0880731A,環境部,長昌電力股份有限公燃氣電廠新建工程環境影響說明書,說明書,有條件通過,
B27,0880711A,環境部,臺灣化學纖維股份有限公司彰化廠汽電共生機組汰換暨擴充計畫環境影響說明書,說明書,有條件通過,
B27,0880552A,環境部,海渡火力發電廠開發計畫環境影響評估報告書,評估報告書,有條件通過,
B27,0880531A,環境部,亞裕電力股份有限公司新竹天然氣發電廠興建計畫環境影響說明書,說明書,有條件通過,
B27,0880521A,環境部,彰濱天然氣發電廠興建計畫環境影響說明書,說明書,有條件通過,
B27,0880492A,環境部,豐坪溪及其支流水力發電開發計畫環境影響評估報告書,評估報告書,有條件通過,
B27,0880441A,環境部,國光電廠興建計畫環境影響說明書,說明書,有條件通過,
B27,0880411A,環境部,桂裕燃氣電廠興建計畫環境影響說明書,說明書,有條件通過,
B27,0880111A,環境部,華亞汽電股份有限公司汽電共生機組新建計畫環境影響說明書,說明書,有條件通過,
B27,0880101A,環境部,亞裕電力股份有限公司新竹天然氣發電廠興建計畫擴充發電容量環境影響說明書,說明書,有條件通過,
B27,0880081A,環境部,福懋二廠汽電共生機組建造計畫環境影響說明書,說明書,退件/撤銷/駁回,開發單位展延至90年5月6日
B27,0880011A,環境部,長欣能源股份有限公司籌備處燃氣電廠新建工程環境影響說明書,說明書,有條件通過,
B27,0870411A,環境部,苗栗發電廠開發計畫環境影響說明書,說明書,進入二階,
B27,0870342A,環境部,蘇澳電廠開發計畫環境影響評估報告,評估報告書,有條件通過,
B27,0870221A,環境部,台灣化學纖維股份有限公司新港廠氣電共生機組擴建計畫環境影響說明書,說明書,有條件通過,
B27,0870191A,環境部,中國石油股份有限公司C8801高雄煉油廠增設汽電共生設備計畫環境影響說明書,說明書,廢止結論,高雄市政府於110年9月24日廢止…
B27,0870151A,環境部,澎湖尖山電廠擴建計畫環境影響說明書,說明書,有條件通過,繳費日期僅供參考
B27,0870102A,環境部,大潭燃氣火力發電計畫環境影響評估報告書,評估報告書,有條件通過,
B27,0870052A,環境部,和平火力發電廠開發計畫環境影響評估報告書,評估報告書,有條件通過,
B27,0870051D,桃園市,大潭燃氣火力發電計畫,說明書,審查中,本案書件摘要依本870102A案內…
B27,0870042A,環境部,嘉惠電廠開發計畫環境影響評估報告書,評估報告書,有條件通過,
B27,0861061A,環境部,新桃電廠天然氣複循環機組發電計畫環境影響說明書,說明書,有條件通過,
B27,0860531A,環境部,豐坪溪及其支流水力發電開發計畫環境影響說明書,說明書,進入二階,
B27,0860461A,環境部,台中發電廠第九、十號機發電計畫環境影響說明書,說明書,有條件通過,
B27,0860371A,環境部,中國石油股份有限公司桃園煉油廠重油轉化工場興建計畫環境影響說明書,說明書,有條件通過,
B27,0860321A,環境部,長生電力股份有限公司海湖發電計畫環境影響說明書,說明書,有條件通過,
B27,0860301A,環境部,中國石油化學工業開發股份有限公司頭份廠汽電共生計畫環境影響說明書,說明書,有條件通過,
B27,0860271A,環境部,萬有紙廠股份有限公司汽電共生廠擴建計畫環境影響說明書,說明書,有條件通過,
B27,0860202A,環境部,富保和中火力發電廠開發計畫環境影響評估報告書,評估報告書,有條件通過,
B27,0851071A,環境部,核能二廠用過核燃料中期儲存計畫環境影響說明書定稿本,說明書,有條件通過,因資料老舊，繳費日期僅供參考
B27,0850961A,環境部,利澤電廠建廠計畫環境影響說明書,說明書,進入二階,本書件為修訂本，因資料遺失闕漏，故…
B27,0850531A,環境部,蘇澳電廠開發計畫環境影響說明書,說明書,進入二階,
B27,0850521A,環境部,富保和中火力發電廠開發計畫環境影響說明書,說明書,進入二階,
B27,0850511A,環境部,嘉惠電廠開發計畫環境影響說明書,說明書,進入二階,
B27,0850391A,環境部,離島式基礎工業區石化工業綜合區公用廠發電機組暨輕油廠產能擴充計畫環境影響說明書,說明書,有條件通過,
B27,0850231A,環境部,興達發電廠海線供氣專管計畫環境影響說明書,說明書,有條件通過,
B27,0850221A,環境部,海渡火力發電廠開發計畫環境影響說明書,說明書,進入二階,
B27,0840458A,環境部,鯉魚潭水庫士林水力發電工程佈置第二次局部修訂後環境說明,其他,審核修正通過,
B27,1120701A,環境部,海廣離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年11月版初稿本
B27,1120621A,環境部,彰化崴立離岸風力發電廠興建計畫環境影響說明書,說明書,審查中,本書件為112年10月版初稿本
B27,1120601A,環境部,環澎一離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年10月版初稿本
B27,1120591A,環境部,環澎三離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年10月版初稿本
B27,1120571A,環境部,韻崴離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年10月版初稿本
B27,1120551A,環境部,麒崴離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年10月版初稿本
B27,1120511A,環境部,果豐離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年9月版初稿本
B27,1120451A,環境部,國光電廠興建先進燃氣複循環機組計畫環境影響說明書,說明書,審查中,本書件為初稿本。
B27,1120411A,環境部,環亞離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為初稿本
B27,1120401A,環境部,韋龍離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年11月版修訂本
B27,0840191A,環境部,大潭燃氣火力發電計畫環境影響說明書,說明書,進入二階,
B27,0840091A,環境部,和平溪碧海水力發電計畫環境影響說明書,說明書,有條件通過,
B27,0831032A,環境部,通霄發電廠複循環第六號機發電計畫環境影響評估報告,評估報告書,有條件通過,繳費日期僅供參考
B27,0830611A,環境部,台灣電力公司蘇澳火力發電計畫環境說明書,說明書,進入二階,
B27,0830492A,環境部,通霄發電廠複循環第四、五號機發電計畫環境影響評估報告,評估報告書,有條件通過,
B27,0830481A,環境部,大林發電廠第六號機發電計畫環境影響說明書,說明書,進入二階,
B27,0830472A,環境部,明潭抽蓄水力發電計畫環境影響評估報告,評估報告書,有條件通過,
B27,0830462A,環境部,大林發電廠第六號機發電計畫環境影響評估報告,評估報告書,有條件通過,
B27,0830372A,環境部,澎湖發電廠第九、十號發電計畫環境影響評估報告,評估報告書,有條件通過,
B27,0830342A,環境部,林口火力發電廠第二號機改燒煤工程環境影響評估報告,評估報告書,有條件通過,
B27,0830332A,環境部,新天輪水力發電計畫環境影響評估報告,評估報告書,有條件通過,
B27,0830302A,環境部,南部發電廠複循環第一至第三號機發電計畫環境影響評估報告,評估報告書,有條件通過,
B27,0830031A,環境部,澎湖尖山火力發電計畫環境說明書,說明書,有條件通過,
B27,0820722A,環境部,林口發電廠氣渦輪機發電計畫環境影響評估報告,評估報告書,有條件通過,
B27,0820402A,環境部,興達發電廠增建複循環機組發電計畫環境影響評估報告,評估報告書,有條件通過,
B27,0820351A,環境部,中國石油股份有限公司高雄煉油總廠大林廠興建焚化爐、廢鹼氧化裝置暨修改汽電共生系統計畫環境說明書,說明書,有條件通過,
B27,0820122A,環境部,離島式基礎工業區石化工業綜合區第二期開發計畫環境影響評估報告書,評估報告書,有條件通過,
B27,0820111A,環境部,中國石油股份有限公司高雄煉油總廠林園廠汽電共生興建計畫環境說明書,說明書,有條件通過,
B27,0820101A,環境部,中國石油股份有限公司高雄煉油總廠汽電共生興建計畫環境說明書,說明書,廢止結論,高雄市政府於110年9月24日廢止…
B27,0820041A,環境部,興達及南部發電廠燃氣機組供氣專管環境說明書,說明書,有條件通過,
B27,0810361A,環境部,高總廠廢水處理現代化工程污泥焚化爐計畫環境說明書,說明書,廢止結論,高雄市政府於110年9月24日廢止…
B27,0810351A,環境部,中國石油公司高雄煉油總廠林園廠垃圾焚化爐與污泥焚化爐環境評鑑暨廢鹼氧化工程環境說明書,說明書,有條件通過,
B27,0810041A,環境部,北部液化天然氣接收站及燃氣電廠興建計畫環境影響說明書,說明書,有條件通過,
B27,0800662A,環境部,核能四廠第一、二號機發電計畫環境影響評估報告,評估報告書,有條件通過,
B27,0800652A,環境部,核四第一、二號機發電計畫環境影響評估報告 壓水式,評估報告書,有條件通過,本書件為修訂本
B27,0800052A,環境部,台灣電力公司蘇澳火力發電計畫環境影響評估報告,評估報告書,有條件通過,
B27,0790482A,環境部,台中發電廠第五至八號機發電計畫環境影響評估報告,評估報告書,有條件通過,繳費日期僅供參考
B27,0790131A,環境部,桃園縣沙崙濱海地區編定為石油專業工業用地開發可行性調查研究報告,說明書,有條件通過,
B27,0790101A,環境部,鯉魚潭水庫工程發電配合方案環境說明書,說明書,有條件通過,
B27,0780131A,環境部,中國石油股份有限公司高雄煉油總廠大林廠擴建計畫環境說明書,說明書,有條件通過,
B27,1120701A,環境部,海廣離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年11月版初稿本
B27,1120621A,環境部,彰化崴立離岸風力發電廠興建計畫環境影響說明書,說明書,審查中,本書件為112年10月版初稿本
B27,1120601A,環境部,環澎一離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年10月版初稿本
B27,1120591A,環境部,環澎三離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年10月版初稿本
B27,1120571A,環境部,韻崴離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年10月版初稿本
B27,1120551A,環境部,麒崴離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年10月版初稿本
B27,1120511A,環境部,果豐離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年9月版初稿本
B27,1120451A,環境部,國光電廠興建先進燃氣複循環機組計畫環境影響說明書,說明書,審查中,本書件為初稿本。
B27,1120411A,環境部,環亞離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為初稿本
B27,1120401A,環境部,韋龍離岸風力發電計畫環境影響說明書,說明書,審查中,本書件為112年11月版修訂本
B27,1110371A,環境部,彰化渢佑離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1110361A,環境部,環洋離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1110311A,環境部,大甲溪光明抽蓄水力發電計畫環境影響說明書,說明書,進入二階,本書件為公開揭示版
B27,1110201A,環境部,麥寮風力發電機組及西北土堤新建工程計畫環境影響說明書,說明書,審查中,本書件為112年9月版(修正六版)
B27,1110181A,環境部,加能離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1110171A,環境部,北能離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1110161A,環境部,彰化又德離岸風力發電廠興建計畫環境影響說明書,說明書,通過審查,
B27,1110151A,環境部,彰化達天離岸風力發電廠興建計畫環境影響說明書,說明書,通過審查,
B27,1110141A,環境部,台中渢妙離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1110131A,環境部,旭風三號離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1110121A,環境部,旭風二號離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1110111A,環境部,苗栗離岸風力發電計畫二環境影響說明書,說明書,通過審查,
B27,1110101A,環境部,苗栗離岸風力發電計畫三環境影響說明書,說明書,通過審查,
B27,1101051A,環境部,中佳燃氣複循環電廠興建計畫環境影響說明書,說明書,通過審查,
B27,1090972A,環境部,協和發電廠更新改建計畫環境影響評估報告書初稿,評估報告書,審查中,本書件為112年4月版修訂本
B27,1090821A,環境部,通霄電廠第二期更新改建計畫環境影響說明書,說明書,通過審查,
B27,1090711A,環境部,台泥綠能彰濱廠區風力發電計畫環境影響說明書,說明書,通過審查,
B27,1080891A,環境部,布袋港風力發電計畫環境影響說明書,說明書,通過審查,
B27,1070941A,環境部,離岸風力彰工升壓站新設及彰濱變電所增設工程計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B27,1070861A,環境部,國光電廠第二期擴建計畫環境影響說明書(重辦環評),說明書,退件/撤銷/駁回,本書件為初稿本(經濟部能源局108…
B27,1070751A,環境部,台東金崙地熱能發電廠開發案環境影響說明書,說明書,退件/撤銷/駁回,本書件為初稿本；依據107年4月1…
B27,1070731A,環境部,台中發電廠新建燃氣機組計畫環境影響說明書,說明書,通過審查,
B27,1070721A,環境部,森霸電力第二期燃氣複循環發電計畫環境影響說明書,說明書,通過審查,
B27,1070401A,環境部,興達電廠燃氣機組更新改建計畫環境影響說明書,說明書,通過審查,
B27,1070061A,環境部,協和發電廠更新改建計畫環境影響說明書,說明書,進入二階,本書件為107.11陳列揭示版
B27,1060841A,環境部,雲林縣麥寮鄉設置風力發電計畫環境影響說明書,說明書,通過審查,本書件為定稿本
B27,1060831A,環境部,新北離岸風力發電計畫環境影響說明書,說明書,退件/撤銷/駁回,本書件為修訂本；經濟部能源局107…
B27,1060821A,環境部,臺海桃園(W1N)離岸風力發電計畫環境影響說明書,說明書,退件/撤銷/駁回,本書件為修訂本(經濟部能源局107…
B27,1060671A,環境部,海峽離岸風力發電計畫(28號風場)環境影響說明書,說明書,通過審查,
B27,1060661A,環境部,彰化福芳離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1060651A,環境部,離岸風力發電第二期計畫環境影響說明書,說明書,通過審查,
B27,1060641A,環境部,桃新離岸風力發電廠興建計畫環境影響說明書,說明書,不應開發,本書件為修訂本
B27,1060631A,環境部,彰化彰芳離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1060621A,環境部,海峽離岸風力發電計畫(27號風場)環境影響說明書,說明書,通過審查,
B27,1060611A,環境部,彰化縣彰濱工業區外海設置離岸風力發電廠環境影響說明書,說明書,退件/撤銷/駁回,本書件為初稿本(經濟部能源局106…
B27,1060591A,環境部,雲林離岸風力發電廠興建計畫環境影響說明書,說明書,通過審查,
B27,1060581A,環境部,彰化西島離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1060561A,環境部,海能離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1060551A,環境部,竹風電力離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1060521A,環境部,海鼎離岸式風力發電計畫1號風場環境影響說明書,說明書,通過審查,
B27,1060511A,環境部,海鼎離岸式風力發電計畫2號風場環境影響說明書,說明書,通過審查,
B27,1060501A,環境部,海龍二號離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1060491A,環境部,海鼎離岸式風力發電計畫3號風場環境影響說明書,說明書,通過審查,
B27,1060481A,環境部,海龍三號離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1060461A,環境部,大彰化東南離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1060421A,環境部,大彰化西南離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1060411A,環境部,大彰化西北離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1060391A,環境部,大彰化東北離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1060141A,環境部,台西風力發電計畫環境影響說明書,說明書,通過審查,
B27,1060101A,環境部,中能離岸風力發電開發計畫環境影響說明書,說明書,通過審查,
B27,1050691A,環境部,雲林縣四湖鄉、口湖鄉設置風力發電廠興建計畫環境影響說明書,說明書,通過審查,
B27,1050501A,環境部,桃園離岸風力發電廠興建計畫環境影響說明書,說明書,通過審查,
B27,1050441A,環境部,福海彰化離岸風力發電計畫環境影響說明書,說明書,通過審查,
B27,1050231A,環境部,金門塔山電廠新設第九、十號機發電計畫環境影響說明書,說明書,通過審查,
B27,1040211A,環境部,利澤地熱電廠開發案環境影響說明書,說明書,通過審查,
B27,1030901A,環境部,離岸風力發電第一期計畫環境影響說明書,說明書,通過審查,
B27,1020931A,環境部,澎湖低碳島風力發電計畫環境影響說明書,說明書,通過審查,
B27,1020361A,環境部,海洋竹南離岸式風力發電計畫環境影響說明書,說明書,通過審查,
B27,1020271A,環境部,大潭電廠增建燃氣複循環機組發電計畫環境影響說明書,說明書,通過審查,
B27,1020181A,環境部,彰化縣福興鄉及芳苑鄉設置風力發電廠興建計畫環境影響說明書,說明書,廢止結論,本書件為修訂本，105年1月28日…
B28,0900021A,環境部,小坵低放射性廢料最終處置場址開發計畫環境影響說明書,說明書,進入二階,
B28,0840181A,環境部,核能一廠用過核燃料中期貯存計畫環境影響說明書,說明書,有條件通過,
B28,0830711A,環境部,台灣電力公司蘭嶼儲存場原設施改善與增建工程環境說明書,說明書,有條件通過,
B28,0830211A,環境部,核能二廠用過核燃料中期貯存計畫環境影響說明書,說明書,有條件通過,
B28,0760042A,環境部,行政院原能會放射性待處理物料管理處蘭嶼儲存場環境影響報告,評估報告書,有條件通過,
B28,0900021A,環境部,小坵低放射性廢料最終處置場址開發計畫環境影響說明書,說明書,進入二階,
B28,0840181A,環境部,核能一廠用過核燃料中期貯存計畫環境影響說明書,說明書,有條件通過,
B28,0830711A,環境部,台灣電力公司蘭嶼儲存場原設施改善與增建工程環境說明書,說明書,有條件通過,
B28,0830211A,環境部,核能二廠用過核燃料中期貯存計畫環境影響說明書,說明書,有條件通過,
B28,0760042A,環境部,行政院原能會放射性待處理物料管理處蘭嶼儲存場環境影響報告,評估報告書,有條件通過,
B28,0900021A,環境部,小坵低放射性廢料最終處置場址開發計畫環境影響說明書,說明書,進入二階,
B28,0840181A,環境部,核能一廠用過核燃料中期貯存計畫環境影響說明書,說明書,有條件通過,
B28,0830711A,環境部,台灣電力公司蘭嶼儲存場原設施改善與增建工程環境說明書,說明書,有條件通過,
B28,0830211A,環境部,核能二廠用過核燃料中期貯存計畫環境影響說明書,說明書,有條件通過,
B28,0760042A,環境部,行政院原能會放射性待處理物料管理處蘭嶼儲存場環境影響報告,評估報告書,有條件通過,
B29,0850091X,高雄市,高雄工商綜合區開發案環境影響說明書,說明書,通過審查,定稿本 85.05
B29,0850081L,臺南縣,台南新營市台紙新營紙廠(部份土地)申請設置「工商綜合區」,說明書,有條件通過,
B29,0850081X,高雄市,高雄路竹工商綜合區開發計畫環境影響說明書,說明書,廢止結論,定稿本 85.09
B29,0850051X,高雄市,高雄前鎮工商綜合區環境影響說明書,說明書,廢止結論,定稿本 86.07
B29,0850031X,高雄市,高雄硫酸錏廠廠址設置大型購物中心及整體開發計畫環境影響說明書,說明書,通過審查,定稿本 85.07
B29,0850011N,屏東縣,新屏東工商綜合區環境影響說明書,說明書,有條件通過,
B29,0850011X,高雄市,高雄縣湖內鄉大湖工商綜合區環境影響說明書,說明書,廢止結論,本府都發局(目的事業主管機關)11…
B29,0850001L,臺南縣,台南縣仁德鄉工商綜合區開發計畫,說明書,有條件通過,
B29,0840041D,桃園市,中壢大型購物休閒中心環境影響說明書(定稿本),說明書,有條件通過,1.本案係103年補傳之資料，繳費…
B29,1120081D,桃園市,高速鐵路桃園車站特定區事業發展用地開發經營案環境影響說明書,說明書,審查中,
B29,1060174D,桃園市,新台茂環球股份有限公司 環境影響說明書 第三次變更內容對照表 (定稿本),變更內容對照表,審核修正通過,
B29,1060151T,臺中市,臺中市烏日區購物專用區開發案環境影響說明書,說明書,通過審查,定稿本
B29,1050161T,臺中市,臺中市梧棲區港口段329等14筆地號開發計畫環境影響說明書,說明書,有條件通過,定稿本
B29,1050131D,桃園市,高速鐵路桃園車站特定區產業專用區開發經營案(部分變更重新辦理)環境影響說明書(定稿本),說明書,通過審查,
B29,1050041X,高雄市,慧毅工業股份有限公司高雄市路竹區聖母段工商綜合區開發計畫環境影響說明書,說明書,通過審查,定稿本 108.01
B29,1030141D,桃園市,高速鐵路桃園車站特定區產業專用區開發經營案環境影響說明書(定稿本),說明書,通過審查,
B29,1020691B,新北市,擬定林口特定區計畫工一工業區細部計畫案環境影響說明書,說明書,退件/撤銷/駁回,依據新北府環規字第10417658…
B29,1020331B,新北市,新北市林口區建林段381、381-1、382、383 等4 筆地號開發計畫環境影響說明書,說明書,有條件通過,
B29,1020061E,新竹縣,新竹縣竹北市台元段716地號土地廠辦大樓興建工程案環境影響說明書,說明書,有條件通過,
B29,1120081D,桃園市,高速鐵路桃園車站特定區事業發展用地開發經營案環境影響說明書,說明書,審查中,
B29,1060174D,桃園市,新台茂環球股份有限公司 環境影響說明書 第三次變更內容對照表 (定稿本),變更內容對照表,審核修正通過,
B29,1060151T,臺中市,臺中市烏日區購物專用區開發案環境影響說明書,說明書,通過審查,定稿本
B29,1050161T,臺中市,臺中市梧棲區港口段329等14筆地號開發計畫環境影響說明書,說明書,有條件通過,定稿本
B29,1050131D,桃園市,高速鐵路桃園車站特定區產業專用區開發經營案(部分變更重新辦理)環境影響說明書(定稿本),說明書,通過審查,
B29,1050041X,高雄市,慧毅工業股份有限公司高雄市路竹區聖母段工商綜合區開發計畫環境影響說明書,說明書,通過審查,定稿本 108.01
B29,1030141D,桃園市,高速鐵路桃園車站特定區產業專用區開發經營案環境影響說明書(定稿本),說明書,通過審查,
B29,1020691B,新北市,擬定林口特定區計畫工一工業區細部計畫案環境影響說明書,說明書,退件/撤銷/駁回,依據新北府環規字第10417658…
B29,1020331B,新北市,新北市林口區建林段381、381-1、382、383 等4 筆地號開發計畫環境影響說明書,說明書,有條件通過,
B29,1020061E,新竹縣,新竹縣竹北市台元段716地號土地廠辦大樓興建工程案環境影響說明書,說明書,有條件通過,
B29,1120081D,桃園市,高速鐵路桃園車站特定區事業發展用地開發經營案環境影響說明書,說明書,審查中,
B29,1060174D,桃園市,新台茂環球股份有限公司 環境影響說明書 第三次變更內容對照表 (定稿本),變更內容對照表,審核修正通過,
B29,1060151T,臺中市,臺中市烏日區購物專用區開發案環境影響說明書,說明書,通過審查,定稿本
B29,1050161T,臺中市,臺中市梧棲區港口段329等14筆地號開發計畫環境影響說明書,說明書,有條件通過,定稿本
B29,1050131D,桃園市,高速鐵路桃園車站特定區產業專用區開發經營案(部分變更重新辦理)環境影響說明書(定稿本),說明書,通過審查,
B29,1050041X,高雄市,慧毅工業股份有限公司高雄市路竹區聖母段工商綜合區開發計畫環境影響說明書,說明書,通過審查,定稿本 108.01
B29,1030141D,桃園市,高速鐵路桃園車站特定區產業專用區開發經營案環境影響說明書(定稿本),說明書,通過審查,
B29,1020691B,新北市,擬定林口特定區計畫工一工業區細部計畫案環境影響說明書,說明書,退件/撤銷/駁回,依據新北府環規字第10417658…
B29,1020331B,新北市,新北市林口區建林段381、381-1、382、383 等4 筆地號開發計畫環境影響說明書,說明書,有條件通過,
B29,1020061E,新竹縣,新竹縣竹北市台元段716地號土地廠辦大樓興建工程案環境影響說明書,說明書,有條件通過,
B29,0890031B,新北市,新莊建國段工商綜合區開發計畫,說明書,廢止結論,定稿本
B29,0890031N,屏東縣,金沙沽工商綜合區環境影響,說明書,有條件通過,
B29,0880131L,臺南縣,新市佳和工商綜合區環境影響說明書,說明書,廢止結論,
B29,0880041D,桃園市,八德(大湳地區)廣豐工商綜合專用區開發計畫環境影響說明書(定稿本),說明書,有條件通過,1.本案係103年補傳之資料，繳費…
B29,0870121D,桃園市,台通開發實業股份有限公司桃園市介壽路基地申請設置工商綜合區環境影響說明書(定稿本),說明書,廢止結論,1.本案係103年補傳之資料，繳費…
B29,0870101B,新北市,遠東紡織五股工商綜合區開發計畫,說明書,廢止結論,
B29,0870051B,新北市,利泰建設股份有限公司汐止商業市場及集合住宅新建工程,說明書,廢止結論,
B29,0870051S,新竹市,冠軍工商綜合區開發案,說明書,有條件通過,
B29,0870012G,臺中縣,台中中港路工商綜合區開發計畫環境影響說明書,評估報告書,有條件通過,
B29,0860091D,桃園市,潤泰紡織(股)公司桃園平鎮二廠開發設置倉儲批發業專用區環境影響說明書(定稿本),說明書,有條件通過,1.本案係103年補傳之資料，繳費…
B29,0860071D,桃園市,泰豐中壢工商綜合區開發計畫環境影響說明書(定稿本),說明書,有條件通過,1.本案係103年補傳之資料，繳費…
B29,0860031R,基隆市,基隆安樂工商綜合區環境影響說明書,說明書,有條件通過,
B29,0860031T,臺中市,台中大型購物中心開發案環境影響說明書,說明書,廢止結論,定稿本
B29,0860022T,臺中市,遠東工商綜合區環境影響評估報告書,評估報告書,有條件通過,
B29,0860021B,新北市,宏冠淡水開發計畫,說明書,有條件通過,
B29,0860011N,屏東縣,屏東縣枋山鄉莿桐腳段土地申請設置工商綜合區計畫,說明書,通過審查,
B29,0860011O,臺東縣,台東鹿野工商綜合區,說明書,有條件通過,
B29,0850951A,環境部,桃園批發倉庫申請設置倉儲批發案特定專用區環境說明書,說明書,通過審查,
B29,0850111D,桃園市,理成營造工程股份有限公司南崁用地申請變更都市計畫乙種工業區為工商綜合區環境影響說明書(定稿本),說明書,有條件通過,1.本案係103年補傳之資料，繳費…
B29,0850101D,桃園市,大江紡織中壢廠區工商綜合區開發計畫環境影響說明書(定稿),說明書,有條件通過,1.本案係103年補傳之資料，繳費…
B30,1080211W,臺北市,臺北市中山區北安段三小段301-6地號等17筆土地新建工程案環境影響說明書,說明書,通過審查,本書件為定稿本
B30,1080111W,臺北市,臺北當代藝術園區—臺北市立美術館擴建環境影響說明書,說明書,通過審查,本書件為定稿版
B30,1080011D,桃園市,桃園會展中心新建工程環境影響說明書,說明書,通過審查,109年3月17日函文定稿本，府環…
B30,1080211W,臺北市,臺北市中山區北安段三小段301-6地號等17筆土地新建工程案環境影響說明書,說明書,通過審查,本書件為定稿本
B30,1080111W,臺北市,臺北當代藝術園區—臺北市立美術館擴建環境影響說明書,說明書,通過審查,本書件為定稿版
B30,1080011D,桃園市,桃園會展中心新建工程環境影響說明書,說明書,通過審查,109年3月17日函文定稿本，府環…
B30,1080211W,臺北市,臺北市中山區北安段三小段301-6地號等17筆土地新建工程案環境影響說明書,說明書,通過審查,本書件為定稿本
B30,1080111W,臺北市,臺北當代藝術園區—臺北市立美術館擴建環境影響說明書,說明書,通過審查,本書件為定稿版
B30,1080011D,桃園市,桃園會展中心新建工程環境影響說明書,說明書,通過審查,109年3月17日函文定稿本，府環…
B31,0850036B,新北市,宜城公墓擴充設置案環境影響差異分析及因應對策報告書,因應對策,審核通過,
B31,0850031E,新竹縣,新竹縣竹北市第六公墓公園化納骨堂新建工程,說明書,進入二階,說明書
B31,0850031I,南投縣,南投縣私立金山花園公墓環境影響說明書,說明書,有條件通過,
B31,0840011B,新北市,國軍示範公墓開發計畫,說明書,進入二階,
B31,0830032I,南投縣,南投縣國姓鄉群英納骨寶塔,評估報告書,有條件通過,
B31,0830012T,臺中市,台中縣太平鄉太平花園寶塔環境影響評估報告書,評估報告書,有條件通過,
